username,tweet_id,date,favorites,hashtags,mentions,retweets,replies,text,topical_persons,topical_orgs,persons,orgs,propn,compound,neg,neu,pos
Sandison,1236076103640526854,2020-03-06 23:48:02+00:00,5,#coronavirus,,0,1,"I’ve travelled around the tube in London today and I’m not wearing a mask or anything, but I’m carrying wipes and I’ve managed to not put my bare hands on any public surface, like an absolute crank. #coronavirus",,,,,London coronavirus,0.5023,0.0,0.919,0.081
RencapMan,1236067808791924737,2020-03-06 23:15:05+00:00,0,#Iran #coronavirus,,3,0,"The suits the medical staff wear is so they don’t get infected and keep working. As Ali’s informative threads show, Iran is the second place after Hubei where the medical system has been overwhelmed #Iran #coronavirus ",,,,,Ali Iran Hubei Iran,-0.4588,0.083,0.885,0.031
BaizhouCai,1236065932893700096,2020-03-06 23:07:38+00:00,0,#covid19 #coronavirus #coronavirusuk #covid19uk #CoronaAlert,,0,1,So who's wearing a mask to protect themselves from #covid19 in London now there's 29 confirmed in London? #coronavirus #coronavirusuk #covid19uk #CoronaAlert,,,,,London London coronavirus # coronavirusuk # covid19uk # CoronaAlert,0.3818,0.0,0.89,0.11
MrSulaimanKhan,1236062515555192832,2020-03-06 22:54:03+00:00,6,#WeDeserveBetter #COVID #CoronaVirusUK #CoronaVirus #DisabledLivesMatter #AccessIsLove #InaccessibilityIsViolence #Disability #DisabilityTwitter,@karriehiggins @cindygallop @jilly_peppa @SFdirewolf @junesarpong @Imani_Barbarin,3,0, %! YES—ALL of this thread via @karriehiggins. #WeDeserveBetter! Cc—@cindygallop @jilly_peppa @SFdirewolf @junesarpong @Imani_Barbarin #COVIDー19 #CoronaVirusUK #CoronaVirus #DisabledLivesMatter #AccessIsLove #InaccessibilityIsViolence #Disability #DisabilityTwitter THIS ,,,CoronaVirus,,# WeDeserveBetter Cc—@cindygallop @jilly_peppa @SFdirewolf COVIDー19 CoronaVirus AccessIsLove # Disability # DisabilityTwitter THIS,0.0,0.0,1.0,0.0
RamgarhiaSabha,1236062461108924417,2020-03-06 22:53:50+00:00,0,#coronavirus,,0,0,#coronavirus @London Borough of Ealing https://www.instagram.com/p/B9aN_bwFDCk/?igshid=xm5zhy10k0vr,,,coronavirus,,coronavirus @London Borough Ealing https://www.instagram.com/p/B9aN_bwFDCk/?igshid=xm5zhy10k0vr,0.0,0.0,1.0,0.0
VivianDimou,1236061715508453377,2020-03-06 22:50:52+00:00,0,#coronvirusuk #coronavirus #Covid_19 #covid19UK,,2,0,Supermarket mass hysteria... #coronvirusuk #coronavirus #Covid_19 #covid19UK,,,,,# coronvirusuk # coronavirus # Covid_19,-0.4404,0.326,0.674,0.0
nataliebrittan,1236061447911886848,2020-03-06 22:49:48+00:00,3,#coronavirus,,0,0,This might be the most beautiful thing I’ve seen in London so far - an Asian woman sneezing on the tube and the Caucasian woman next to her without skipping a beat saying “bless you” What #coronavirus?,,,,,London,0.6361,0.0,0.8959999999999999,0.104
PaulHitsheet,1236060990275563521,2020-03-06 22:47:59+00:00,0,#coronavirus #SXSW2020,,0,0,Is the #coronavirus an act of God? #SXSW2020,,,,,coronavirus God,0.2732,0.0,0.769,0.231
karleastham,1236059955570110464,2020-03-06 22:43:52+00:00,1,#coronavirus,@guardiannews,0,0,"Now this, @guardiannews is what you call sensationalist, irresponsible news. #coronavirus ",,,,,coronavirus,-0.4404,0.225,0.775,0.0
MusicNewsWeb,1236056475534938112,2020-03-06 22:30:03+00:00,5,#SXSWFestival #SXSW #coronavirus,@sxsw,3,0,http://Music-News.com SXSW is canceled over coronavirus concerns - #SXSWFestival @sxsw #SXSW #coronavirus http://dlvr.it/RRPGlv,,,,,http://Music News.com SXSW coronavirus SXSW coronavirus http://dlvr.it/RRPGlv,0.0,0.0,1.0,0.0
karleastham,1236052632336293889,2020-03-06 22:14:46+00:00,0,#Coronavirus,@BBCNews,0,0,15 minutes of @BBCNews reporting people not panicking about #Coronavirus,,,,,@BBCNews Coronavirus,0.3412,0.0,0.789,0.211
Doctorshaib,1236050825593720837,2020-03-06 22:07:36+00:00,4,#Coronavirus,@CondeNast,0,1,"When I visited Vogue House London, I was impressed with their #Coronavirus preparedness. They are testing their emergency preparedness plans. Their infection control measures, alcohol hand gel plus other measures will now become a permanent feature. Well done @CondeNast – at Vogue House",,,,Vogue House,Vogue House London Coronavirus alcohol gel @CondeNast Vogue House,0.7003,0.052000000000000005,0.78,0.168
Doctorshaib,1236050821411999747,2020-03-06 22:07:35+00:00,16,#COVID19 #Coronavirus,@vogue,3,2,"Today at @vogue House London we did amazing work with their team on the #COVID19, #Coronavirus. We produced a Coronavirus myth busting video clip. We are working throughout the weekend to get it ready. We will also publish it here as soon as it is available. – at Vogue House",,,,Vogue House,House London Coronavirus Coronavirus Vogue House,0.743,0.0,0.884,0.116
RichardCorbett_,1236049500134936577,2020-03-06 22:02:20+00:00,0,#coronavirus,@Telegraph @WHO,0,0,Me searching for potential holiday destinations this Spring... #coronavirus via @Telegraph @WHO,,,,,@Telegraph,0.4019,0.0,0.8029999999999999,0.197
HoneyLJames,1236048963796639748,2020-03-06 22:00:12+00:00,5,#Coronavirus #stockpiling #IsolationBuddies #immunity #COVID,,1,0,"The best prep for #Coronavirus is not #stockpiling! Put a social support network in place by asking neighbours to be #IsolationBuddies Then, IF someone gets sick they can drop groceries at the door. A good social support system boosts your #immunity too! Win win! #COVIDー19",,,,,# Coronavirus IsolationBuddies COVIDー19,0.9576,0.083,0.557,0.36
squashypigeon,1236048769264889856,2020-03-06 21:59:25+00:00,0,#Coronavirus,,0,0,#Coronavirus is EVERYWHERE now! Remember how fast germs travel globally next time you see some fucker picking their nose on the tube then holding the rail.,,,Coronavirus,,# Coronavirus EVERYWHERE,-0.68,0.155,0.845,0.0
