username,tweet_id,date,favorites,hashtags,mentions,retweets,replies,text,topical_persons,topical_orgs,persons,orgs,propn,compound,neg,neu,pos
AngryMcBard,1246588049238228993,2020-04-04 23:58:46+00:00,0,#CoronaVirus,,0,0,So just a quickie ... fancy wearing a mask now ? #CoronaVirus,,,CoronaVirus,,CoronaVirus,0.0,0.0,1.0,0.0
Fennicproperty,1246586537460076547,2020-04-04 23:52:45+00:00,0,#CoronaVirus,,0,0,Hope everyone is staying safe during this #CoronaVirus join us &amp; work from home property rentals https://youtu.be/jKgPOjPYrMw http://www.fennic.co.uk http://www.easyincometoday.co.uk tel 07380 395926,,,,CoronaVirus,CoronaVirus amp http://www.fennic.co.uk,0.7906,0.0,0.7040000000000001,0.29600000000000004
cokezaro,1246586345935470599,2020-04-04 23:51:59+00:00,0,#COVID2019 #COVID19 #coronavirus,,0,0,Should’ve bought shares in whoever makes doxycycline #COVID2019 #COVID19 #coronavirus,,,,,,0.29600000000000004,0.0,0.804,0.196
stopcorona2020,1246586182844243968,2020-04-04 23:51:21+00:00,0,#ukgovt #Carehomes #coronavirus,@WHO,0,0,"It will spread anyway, because #ukgovt ignored all @WHO advice re what to do about people with mild illness at home. #Carehomes , family homes and flatshares are now hotbeds of #coronavirus spread, but dont appear in stats, as no one in community gets tested.",,,Carehomes,,# coronavirus,-0.6486,0.13,0.87,0.0
martaforesti,1246586075683962881,2020-04-04 23:50:55+00:00,4,#Sudan #coronavirus #UK #COVID2019 #migration,,3,0,"‘They became pillars of their communities, while maintaining ties to the country of their birth, the #Sudan that both men loved’ Dr El-Hawrani and Dr El Tayar, the two British-Sudanese doctors first to die of #coronavirus in the #UK. #COVID2019 #migration",,,,,Sudan Dr El Hawrani Dr El Tayar # UK,-0.5994,0.08900000000000001,0.911,0.0
standardnews,1246585919832014855,2020-04-04 23:50:18+00:00,10,#coronavirus,,1,0,Google has shared location data which shows the dramatic extent to which Britons' movements have been scaled back amid #coronavirus ,,,,Britons,Google coronavirus,0.34,0.0,0.888,0.112
Boro_Loyal,1246585839926284289,2020-04-04 23:49:59+00:00,5,#coronavirus #lockdown #mentalhealth,,4,0,"A consequence of #coronavirus creating a #lockdown many people may feel lonely and isolated,DMs will be open to anyone who needs a chat! Personally can understand how hard it can be not being able to the things you enjoy as I’m struggling myself. Take care all #mentalhealth",,,,,# # DMs,0.4926,0.118,0.7240000000000001,0.157
RuthKnall,1246585786692186113,2020-04-04 23:49:46+00:00,0,#Isolation #COVID2019 #COVID19 #coronavirus #nhs #NHSThankYou #mahogany,@mahogany,0,0,Ok isolation sucks for a lot of people. But I am sooooo grateful for all the live music we are getting. Such a gift. Maybe @mahogany can make an album and donate profits to our NHS? #Isolation #COVID2019 #COVID19 #coronavirus #nhs #NHSThankYou #mahogany,,nhs,,,sooooo NHS # nhs # NHSThankYou,0.7992,0.127,0.638,0.236
HIRANDER_MISRA,1246585294230556677,2020-04-04 23:47:49+00:00,2,#Coronavirus #COVID19 #PremierLeague,,0,0,"#Coronavirus: Premier League players reject 30 percent pay cut proposal citing loss of funds to NHS. If that’s the reason, donate it all. #COVID19 #PremierLeague",,nhs,,NHS,Coronavirus Premier League NHS PremierLeague,-0.7579,0.28800000000000003,0.7120000000000001,0.0
szuchiachen,1246585145290874881,2020-04-04 23:47:13+00:00,0,#COVID2019 #coronavirus #WFH,,0,0,Stop forcing us to be productive #COVID2019 #coronavirus #WFH,,,,,WFH,-0.29600000000000004,0.21600000000000005,0.784,0.0
HIRANDER_MISRA,1246584843951124481,2020-04-04 23:46:01+00:00,1,#Coronavirus #COVID19 #PremierLeague,,0,0,"#Coronavirus: Premier League players reject 30 percent pay cut proposal with season suspended indefinitely: rejecting the 30% pay cut proposal and citing the reason as impacting the NHS due to tax loss is nonsense. If that’s the reason, donate it all. #COVID19 #PremierLeague",,nhs,,,Coronavirus Premier League NHS PremierLeague,-0.9501,0.38,0.62,0.0
toriastweets,1246584797146894336,2020-04-04 23:45:50+00:00,0,#coronavirus,,0,1,The way Ruth May looks at you opening The Nightingale hospital says it all . You are spreading #coronavirus and really should resign if you can't follow your own rules .,,,,Nightingale,Ruth May Nightingale coronavirus,-0.3976,0.08199999999999999,0.918,0.0
Glen_Maney,1246584317528215552,2020-04-04 23:43:56+00:00,0,#coronavirus,,0,0,I baked a loaf from scratch today folks and it's actually turned out edible and tasty.I don't think you'd have got odds on that at a bookies ! #coronavirus ,,,,,coronavirus,0.0,0.0,1.0,0.0
stopcorona2020,1246583277709922304,2020-04-04 23:39:48+00:00,0,#Trump #coronavirus,,0,0,"Invisible enemy? Oh, so thats why #Trump thought #coronavirus was a hoax - nobody told him you need a MICROSCOPE to see it. ",,,,,Trump coronavirus hoax,-0.6808,0.211,0.789,0.0
DavidCh27992090,1246583115579039745,2020-04-04 23:39:09+00:00,3,#Agamben #Coronavirus #7PIRS001W #Anthropocene #biopolitics,,0,0,"Gordon Hull, 'Why We Are Not Bare Life: What's wrong with #Agamben’s Thoughts on #Coronavirus', New APPS: Art, Politics, Philosophy, Science, 23 March 2020 #7PIRS001W #Anthropocene #biopolitics https://newappsblog.com/2020/03/why-we-are-not-bare-life-whats-wrong-with-agambens-thoughts-on-coronavirus.html",,,,,Gordon Hull Agamben # Coronavirus Philosophy Science March # Anthropocene,-0.4767,0.103,0.897,0.0
stopcorona2020,1246581846537838608,2020-04-04 23:34:07+00:00,0,#USA #tests #ppe #USA #coronavirus,,0,0,"Oh, you mean it wasnt a denial like calling it a hoax isn't a denial, or saying #USA has only 1 case &amp; has contained it; he wont stop his followers hugging him, or saying chloroquine cures it, and denying #tests, #ppe &amp; information so that #USA hit top of league for #coronavirus. ",,,,,USA amp # ppe amp USA # coronavirus,-0.0315,0.11,0.782,0.108
3Heckmonwyke,1246581569151795200,2020-04-04 23:33:01+00:00,0,#Coronavirus,,0,0,"Really the Flu virus mutates every year so the new strain is added to the vaccine the #Coronavirus much more slowly so one jab should last a Long time, go try Your Scaremongering some place else! https://twitter.com/DrSpock_Brexit/status/1246580407614803969",,,,https://twitter.com/DrSpock_Brexit/status/1246580407614803969,Flu Coronavirus jab https://twitter.com/DrSpock_Brexit/status/1246580407614803969,-0.5624,0.117,0.883,0.0
amysummersmusic,1246581443851161604,2020-04-04 23:32:31+00:00,5,#coronaloner #coronavirus #music #song,@ellie_s_martin,1,0,My friend Ellie and I created a little light to hopefully bring some joy and comfort in the darkest of times... https://www.youtube.com/watch?v=1qPEOfKBEVA @ellie_s_martin #coronaloner #coronavirus #music #song,,,,,Ellie https://www.youtube.com/watch?v=1qPEOfKBEVA @ellie_s_martin #,0.8669,0.084,0.551,0.365
JulesJ_UK,1246581113503571969,2020-04-04 23:31:12+00:00,0,#Coronavirus #India,,0,0,#Coronavirus : Twins born during #India lockdown named 'Corona and Covid' !,,,,,Coronavirus Twins India Corona Covid,0.0,0.0,1.0,0.0
tonyapinkins,1246581026509533186,2020-04-04 23:30:51+00:00,0,#Covid #coronavirus #socialdistancing #shelterinhome,,0,0,Would you Go Outside if tou could SEE IT? #Covid-19 #coronavirus #socialdistancing #shelterinhome https://www.instagram.com/p/B-k9R8fjoX-/?igshid=rf0327ys8a97,,,,,tou Covid-19,0.0,0.0,1.0,0.0
iScrew,1246580975007600646,2020-04-04 23:30:39+00:00,3,#Coronavirus,,1,2,#Coronavirus: Donald Trump warns 'there will be a lot of death' in next week of pandemic ,,,,,# Coronavirus Donald Trump,-0.6486,0.275,0.725,0.0
NoahsArkHospice,1246580826743230467,2020-04-04 23:30:04+00:00,0,#Coronavirus,,0,0,Alesha is extremely vulnerable to #Coronavirus. Children like Alesha - and their families - need our support more than ever. Please help us to care for seriously unwell children - https://noah.do/2X9eJhl ,,,Alesha,,Alesha # Coronavirus Alesha,0.868,0.094,0.578,0.329
Hedverse,1246580565354205184,2020-04-04 23:29:01+00:00,0,#DonaldQuackTrump #hydroxychloroquine #Modi #coronavirus,,0,0,"#DonaldQuackTrump diagnosis for today: No need for a ventilator, cds you’ll die anyway, so let me just put you on #hydroxychloroquine and let’s see how it works - because me and #Modi want to experiment! #coronavirus",,,Modi,,Modi coronavirus,-0.7263,0.157,0.8109999999999999,0.032
MrPeteyJ,1246580495405789187,2020-04-04 23:28:45+00:00,0,#GarethSouthgateWould #Coronavirus #GarethSouthgate,,0,0,#GarethSouthgateWould take a pay cut during a #Coronavirus pandemic #GarethSouthgate,,,GarethSouthgate,,Coronavirus GarethSouthgate,-0.3612,0.304,0.696,0.0
vadyanthaya,1246580328912863236,2020-04-04 23:28:05+00:00,0,#coronavirus #coronavirusindia,@TimesNow,0,1,@TimesNow wish your channel and it employees reach from fear to growth zone soon. #coronavirus #coronavirusindia https://twitter.com/TimesNow/status/1246017433304846336,,,,,@TimesNow coronavirus # coronavirusindia https://twitter.com/TimesNow/status/1246017433304846336,0.29600000000000004,0.142,0.575,0.28300000000000003
tay_azalea,1246580031788376066,2020-04-04 23:26:54+00:00,0,#coronavirus #COVID19,,0,5,"Waiting for an ambulance right now, I’m having trouble breathing. I always think the worst, but God forbid anything happened.. I want my last tweet to tell my son that I love him. #coronavirus #COVID19",,,,,God,0.5499,0.159,0.627,0.214
Telegraph,1246580001891323906,2020-04-04 23:26:47+00:00,65,#Coronavirus #COVID19 #COVID19Pandemic,,38,9,'In 31 years as an NHS doctor I have never been scared of immediate personal risk from my job... until now' #Coronavirus #COVID19 #COVID19Pandemic,,nhs,,NHS,NHS Coronavirus,0.0788,0.079,0.83,0.091
akhajuria1,1246579914154872836,2020-04-04 23:26:26+00:00,4,#PPEforTheNHS #COVID19 #PHE #PPE #NHS #COVID2019 #coronavirus #PPE,@TheDA_UK @sbattrawden @MattHancock,2,2,A quick crude poll (142 votes) on #PPEforTheNHS for suspected/confirmed #COVID19 cases. Hopefully the new #PHE #PPE recommendations are implemented and #NHS HCWs are protected with proper PPE. #COVID2019 #coronavirus #PPE @TheDA_UK @sbattrawden @MattHancock,,nhs,,@sbattrawden,PPEforTheNHS # NHS PPE,0.2263,0.092,0.769,0.139
namar0x0309,1246579838313431045,2020-04-04 23:26:08+00:00,0,#coronavirus #covid19 #startup #bigdata #machinelearning,,1,0,"Very powerful given how many governments have handled the #coronavirus #covid19 We need to harness technology and public online data to create early detection systems, for fast moving high impact changes. #startup #bigdata #machinelearning",,,,,coronavirus,0.6361,0.0,0.86,0.14
minxyleminx,1246579583509565440,2020-04-04 23:25:07+00:00,0,#StayAtHome #StayHomeSaveLives #coronavirus #COVID19 #lockdown #UKlockdown #coronavirusuk,,0,0,If you didn’t already know the definition of “oxymoron”...you do now...! #StayAtHome #StayHomeSaveLives #coronavirus #COVID19 #lockdown #UKlockdown #coronavirusuk,,,,,oxymoron” StayAtHome # StayHomeSaveLives UKlockdown,0.0,0.0,1.0,0.0
