username,tweet_id,date,favorites,hashtags,mentions,retweets,replies,text,topical_persons,topical_orgs,persons,orgs,propn,compound,neg,neu,pos
Soralolloway,1243874696648626176,2020-03-28 12:16:52+00:00,0,#COVID19 #coronavirus #StayHomeSaveLives,@WebMD,0,0,It's important not to panic! These kinds of graphics are super helpful - @WebMD #COVID19 #coronavirus #StayHomeSaveLives,,,StayHomeSaveLives,,COVID19,0.8884,0.0,0.531,0.469
robdn,1243874669918380032,2020-03-28 12:16:46+00:00,1,#GlobalCeasefire #Coronavirus,,1,0,The UN Secretary General has called for an immediate #GlobalCeasefire to fight the #Coronavirus instead. I've just backed the call -- join me here &amp; RT: ,,,Coronavirus,,UN Secretary General GlobalCeasefire Coronavirus amp RT,-0.0772,0.09,0.7959999999999999,0.114
BuytaskerCEO,1243874649181749249,2020-03-28 12:16:41+00:00,0,#coronavirus,,0,0,"Positive news! This #coronavirus does not discriminate, so much still to learn... ",,,,,,0.5983,0.0,0.7390000000000001,0.261
gi_nasti,1243874550993092609,2020-03-28 12:16:17+00:00,0,#iorestoacasa #alternativerock #punk #rock #cleopatrick #royalbloods #10years #badwolves #greatvanfleet #bush #muse #skunkanansie #evanescence #fever333 #nastigi #coronavirus #covid19 #NowPlaying,@DigitalTourBus,0,0,Alternative Rock a taste of these days!!! #iorestoacasa #alternativerock #punk #rock #cleopatrick #royalbloods #10years #badwolves #greatvanfleet #bush #muse #skunkanansie #evanescence #fever333 #nastigi #coronavirus #covid19 @DigitalTourBus https://open.spotify.com/playlist/3PF0ANSuje4FN4IZlcNSRx?si=9Wq63QqxTBSlIc2-Ax1V3A #NowPlaying,,,,,Alternative Rock iorestoacasa # greatvanfleet # bush # # coronavirus @DigitalTourBus https://open.spotify.com/playlist/3PF0ANSuje4FN4IZlcNSRx?si=9Wq63QqxTBSlIc2-Ax1V3A,0.0,0.0,1.0,0.0
fibosone,1243874441630752768,2020-03-28 12:15:51+00:00,0,#Renzi #coronavirus #Covid_19,,0,0,#Renzi ha perso l’occasione per stare zitto ! #coronavirus #Covid_19,,,,,Renzi stare zitto coronavirus,0.4003,0.0,0.77,0.23
MaxFrances1,1243874354183712769,2020-03-28 12:15:30+00:00,0,#CoronaLockdow #IsolationLife #COVID19 #Covid2019TR #CoronaUpdate #CoronavirusOutbreak #coronavirus #CoronaLockdown #coronavirusinpakistan #NHSThankYou #nhsworkers #StayAtHomeAndStaySafe #untilltomorrow #SocialDistanacing #StayHomeSaveLives,,0,0,"The new bloodless, stealthy coup. #CoronaLockdow #IsolationLife #COVID19 #Covid2019TR #CoronaUpdate #CoronavirusOutbreak #coronavirus #CoronaLockdown #coronavirusinpakistan #NHSThankYou #nhsworkers #StayAtHomeAndStaySafe #untilltomorrow #SocialDistanacing #StayHomeSaveLives",,,,,# CoronaLockdow # IsolationLife CoronaUpdate # CoronavirusOutbreak # CoronaLockdown # SocialDistanacing #,-0.0258,0.055,0.945,0.0
Pady_oFurniture,1243874296059039744,2020-03-28 12:15:16+00:00,0,#NHSheroes #COVID19 #coronavirus,,0,0,Done. We love our brave Doctors and Nurses #NHSheroes #COVID19 #coronavirus ,,,,,Nurses,0.8225,0.0,0.542,0.458
LmeAccountants,1243874280343056385,2020-03-28 12:15:13+00:00,0,#Coronavirus,,0,0,Do not miss out on the #Coronavirus (COVID-19) Self-employment Income Support Scheme. If you need to submit your 2018-19 tax return you must do this by 23 April 2020. Call us on 0203 9680323 or book your free online meeting here ,,,,,Coronavirus Income Support Scheme April,0.7539,0.0,0.836,0.16399999999999998
DefenceHQ,1243874256892682240,2020-03-28 12:15:07+00:00,13,#coronavirus #InThisTogether,,7,1,"ICYMI: Our Armed Forces personnel are doing all they can to support the response to #coronavirus. Earlier this week, soldiers delivered face masks to the NHS. #InThisTogether Read more about the COVID Support Force here: http://ow.ly/LzUt50yYcAR",,nhs,,the COVID Support Force,Armed Forces NHS # InThisTogether COVID Support Force,0.6597,0.0,0.863,0.13699999999999998
botsensacional,1243874248311046144,2020-03-28 12:15:05+00:00,0,#OAssunto #coronav #G1,,0,0,"Perdeu algum episódio de #OAssunto da semana? O podcast fez edições especiais sobre o #coronavírus: a vida nas favelas em meio à pandemia, a reação de Bonaro ao isolamento, as medidas na economia e muito mais. OUÇA ==&amp;gt; https://glo.bo/2UojeCL #G1",,,,,episódio de # OAssunto fez edições especiais sobre # vida nas favelas em meio à pandemia Bonaro ao isolamento medidas na economia e muito mais OUÇA amp;gt https://glo.bo/2UojeCL,0.0,0.0,1.0,0.0
