username,tweet_id,date,favorites,hashtags,mentions,retweets,replies,text,topical_persons,topical_orgs,persons,orgs,propn,compound,neg,neu,pos
azizabadi,1256009511854313472,2020-04-30 23:56:17+00:00,66,#coronavirus #ThankYouNHS #SaluteCOVID19Fighters #StayHomeSaveLives,@AltafHussain_90,33,1,MQM UK hosted a banner by founder leader @AltafHussain_90 in front of a major hospital in Manchester to praise NHS staff who are fighting in front line against #coronavirus to save human lives #ThankYouNHS #SaluteCOVID19Fighters #StayHomeSaveLives,,nhs,StayHomeSaveLives,,MQM UK @AltafHussain_90 Manchester NHS coronavirus ThankYouNHS SaluteCOVID19Fighters,0.6486,0.059,0.78,0.161
suemitton1,1256009281746415617,2020-04-30 23:55:22+00:00,0,#coronavirus #COVID19 #HIV,,0,0,"look up Luc Montagnier in Wikipedia, read about his work & research with HIV. Scroll down the page to #coronavirus Pandemic &amp; read what Luc has to say about #COVID19 #HIV",,,,,Luc Montagnier Wikipedia HIV coronavirus Pandemic amp Luc HIV,0.0,0.0,1.0,0.0
ShookaBidarian,1256009070886170625,2020-04-30 23:54:32+00:00,2,#coronavirus #ClimateCrisis #Solutions,,0,0,"Optimism does not come easy at this moment in our history. But we can draw hope from the fact that we can learn from the #coronavirus crisis, and that it can provide a road map for stories that will matter about the #ClimateCrisis and crucially, its #Solutions.",,,Solutions,,ClimateCrisis # Solutions,-0.0137,0.128,0.711,0.161
misskhan,1256009029219946496,2020-04-30 23:54:22+00:00,0,#remdesivir #hydroxychloroqine #Chloroquine #coronavirus,,0,0,"Always told ya, the pharma mafia will push any exorbitantly priced drug like #remdesivir as no one amongst the corporate &amp; Govt mafia or WHO will stand to benefit from cheap &amp; effective generic drug #hydroxychloroqine #Chloroquine. #coronavirus IV Vit C in high doses will do too ",,,,,pharma mafia Govt cheap amp IV Vit C,0.7506,0.041,0.799,0.16
Diplomacy140,1256008475014021134,2020-04-30 23:52:10+00:00,0,#Trump #coronavirus #Wuhan #DNI #China #Diplomacy140,@NBCNews,0,0,"#Trump suggests he has seen evidence that the #coronavirus was created in a #Wuhan lab, hours after the #DNI said in a statement that the virus was ""not manmade or genetically modified."": @NBCNews #China #Diplomacy140",,,,@NBCNews,Trump # Wuhan DNI @NBCNews China,0.25,0.0,0.944,0.056
AndyHull79,1256008385322987521,2020-04-30 23:51:49+00:00,4,#coronavirus #lockdown,,0,1,"It will be interesting, personally and professionally, to see what effect, if any, #coronavirus and the #lockdown will have on levels of movement within waiting lists for school places. Less churn than in previous years, I guess, when people can’t so readily relocate or emigrate?",,,,,#,0.4019,0.0,0.942,0.058
abhishekbagga28,1256008283229499392,2020-04-30 23:51:24+00:00,0,#coronavirus #COVID19 #newskills #lockdownuk,@YouTube,0,0,Coronavirus/COVID-19 Structural rendering An attempt by my Son with 3D Animation #coronavirus #COVID19 #newskills #lockdownuk https://youtu.be/BPgkibj-75I via @YouTube,,,,,Coronavirus Son 3D Animation # lockdownuk https://youtu.be/BPgkibj-75I @YouTube,0.0,0.0,1.0,0.0
sarojpathi,1256006242855763971,2020-04-30 23:43:18+00:00,0,#SriLanka #coronavirus #COVID19,,0,0,The number of international tourist arrivals in #SriLanka declined for the 12th straight month in March 2020 by 70.8% in comparison to a year ago as the tourism industry is hit hard by the #coronavirus outbreak. https://www.gulftoday.ae/business/2020/04/30/tourist-arrivals-in-sri-lanka--decline-over-70-per-cent-in-march #COVID19,,,,,SriLanka March # coronavirus,0.2023,0.035,0.884,0.081
markofbattersea,1256006121594249217,2020-04-30 23:42:49+00:00,0,#coronavirus #CNN,@OutFrontCNN @CNN,0,0,"@OutFrontCNN @CNN #coronavirus I detest Donald Trump with a passion, but I would urge #CNN not to rule out the possibility of this virus being a product of an accidental leak from a lab like the one in Wuhan. This article was posted on February 25, 2019.",,,,,@OutFrontCNN @CNN # coronavirus Donald Trump CNN Wuhan February,0.1779,0.086,0.8140000000000001,0.099
josephsall,1256005940920438791,2020-04-30 23:42:06+00:00,0,#Stayhome #Stayhome #Rwanda #Coronavirus #lockdown #Covid #StayHomeSaveLives #GumaMuRugo,,0,0,"Rwanda eases lockdown. How ever, schools to open in Sept, bars remain closed, Private and public business will resume with essential staff . #Stayhome #Rwanda #Coronavirus #lockdown #Covid -19 #StayHomeSaveLives #GumaMuRugo",,,,,Rwanda Sept # Stayhome # Rwanda # Coronavirus # Covid,0.3182,0.0,0.929,0.071
